_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c932c9b86a0426dfdedb7),"""@HanRobbie Hi Hannah - which contact no. did you use to contact us? For your info, excess baggage fees can only be paid during check-in.""",MAS,,Tue Sep 23 02:36:09 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c932c9b86a0426dfdedb8),"""@aBriggswriter Hi Andy - upgrades can be requested at the airport. Because your booking was through Expedia it won't be viewable online.""",MAS,,Tue Sep 23 02:06:07 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c932c9b86a0426dfdedb9),"""@fazida_aziz Hi, you may ask for Qatar Airways staff to tag your bags directly to Penang. Even though your booking is two tickets.""",MAS,,Mon Sep 22 09:30:03 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c932c9b86a0426dfdedba),"""@fazida_aziz Hi Faz, we cannot check-in baggage for you. Kindly note that baggage drop off will close 45 minutes before departure. Thank you""",MAS,,Mon Sep 22 09:14:28 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c932c9b86a0426dfdedbb),"""@AJheeta Hi, we are looking into this and will update you accordingly. We thank you for your patience and kind understanding.""",MAS,,Mon Sep 22 09:06:13 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedbc),"""@AJheeta Hi, we are looking into this and will update you accordingly. We thank you for your patience and kind understanding.""",MAS,,Mon Sep 22 09:06:13 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedbd),"""@fazida_aziz Hi Faz, is there anything that we can help you with?""",MAS,,Mon Sep 22 09:04:25 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedbe),"""Sometimes, the heart sees what is invisible to the eye. #flyinghigh http://t.co/9Tl2bRTQ7j http://t.co/ysgYJO16RU""",MAS,,Mon Sep 22 03:00:02 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedbf),"""@llowboy Hi, we apologize for the inconvenience. If you've made a report on the delayed luggage, visit http://t.co/aslClql4uB. Thank you.""",MAS,,Mon Sep 22 02:52:21 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc0),"""@amirridzuan Hi Amir, thank you. Our staff appreciates your kind comments.""",MAS,,Mon Sep 22 02:48:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc1),"""@fitriahyazik Hi Fitriah, thank you for flying Malaysia Airlines. Have a great day ahead.""",MAS,,Mon Sep 22 02:46:30 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc2),"""@acapcami Hi Asyraf, thank you for flying Malaysia Airlines. Have a nice day ahead.""",MAS,,Mon Sep 22 02:43:41 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc3),"""@EllenPetit Hi Ellen, we are glad that you had a pleasant flight with us. Have a nice day ahead.""",MAS,,Mon Sep 22 02:42:02 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc4),"""@MalaMohdYusop Any changes to your booking depends on your ticket's T&amp;C. Kindly contact our Call Centre/visit the nearest ticketing office.""",MAS,,Mon Sep 22 02:40:31 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc5),"""@thisisabadtown Hi Liv, we are glad that you had a pleasant flight with us. Have a nice day ahead.""",MAS,,Mon Sep 22 02:38:45 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc6),"""@frozzbyte Hi Shaiful, kindly email the screenshot and feedback to socialmedia.team@malaysiaairlines.com, we'll check it for you. Thank you.""",MAS,,Mon Sep 22 02:36:05 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc7),"""@JanKV Hi Jan, thank you for flying Malaysia Airlines. Have a nice day ahead.""",MAS,,Mon Sep 22 02:33:47 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc8),"""@vincentnavetat Hi Vincent, thank you for flying Malaysia Airlines. Have a nice day ahead.""",MAS,,Mon Sep 22 02:32:19 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedc9),"""@AsiyahJ Hi Asiyah, kindly email your feedback to socialmedia.team@malaysiaairlines.com, we'll assist you from there. Thank you.""",MAS,,Mon Sep 22 02:31:11 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedca),"""@davinadave Hi Davina, our apologies. Kindly email your flight details and feedback to socialmedia.team@malaysiaairlines.com Thank you.""",MAS,,Mon Sep 22 02:29:28 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedcb),"""@PhilipShearer Hi Philip, kindly email your feedback to socialmedia.team@malaysiaairlines.com, we'll assist you from there. Thank you.""",MAS,,Mon Sep 22 02:27:06 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedcc),"""@Mumtaaaz - Hi Mumtazus, this is subject to your ticket terms &amp; conditions. Please call our call centre to make necessary changes.""",MAS,,Sat Sep 20 09:35:53 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedcd),"""@fajar248 - Hi Fafirman, unfortunately you can't do that. You must start your journey as per your itinerary ticket.""",MAS,,Sat Sep 20 09:32:15 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedce),"""@humbaleeyours - Hi humbaleeyours, no one got hurt because this is fake news.""",MAS,,Sat Sep 20 00:49:18 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedcf),"""@NebZack59 Hi Nabilah, thank you for your feedback. We are working on correcting it.""",MAS,,Fri Sep 19 08:54:06 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedd0),"""@Mira535Amira Hi there, your words of support mean a lot to us. Thank you very much for your thoughtful gesture.""",MAS,,Fri Sep 19 08:46:36 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedd1),"""@NadzCristo Hi Nadiah, you may check this link for more info: http://t.co/35cG0S9WLl Thank you.""",MAS,,Fri Sep 19 07:22:41 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c945e9b86a0426dfdedd2),"""@NadzCristo Hi Nadiah, the additional 20 kg will be charged at the check-in counter. Thank you.""",MAS,,Fri Sep 19 07:17:04 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd3),"""@jen_luu Hi Jen, thank you. Our staff appreciates your kind comments.""",MAS,,Fri Sep 19 06:50:34 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd4),"""@NadzCristo Hi Nadiah, for your info Economy passengers will get 30 kg baggage allowance. Thank you.""",MAS,,Fri Sep 19 06:48:57 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd5),"""@marrythatgirl05 Hi Marry, you may check your flight status here: http://t.co/cvVU4luZSz Thank you.""",MAS,,Fri Sep 19 03:21:23 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd6),"""@CHEnitaCHEf Hi Maricel, you may check your flight status here: http://t.co/QSg2H9iz8G Thank you.""",MAS,,Fri Sep 19 03:19:33 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd7),"""@i_love_edc Hi Joe, kindly email your details to socialmedia.team@malaysiaairlines.com, we'll check it for you. Thank you.""",MAS,,Fri Sep 19 03:06:46 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd8),"""@PaulParsons1981 Hi, when is your flight? Web check-in is only available 48 hours to 90 mins before the departure.""",MAS,,Fri Sep 19 03:04:50 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedd9),"""@eddren Hi Law, kindly email your feedback to socialmedia.team@malaysiaairlines.com, we'll assist you from there. Thank you""",MAS,,Fri Sep 19 03:02:38 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedda),"""@riznal Hi Riznal - we're currently investigating the issue. Do book through MHmobile on your phone if you require to book urgently.""",MAS,,Fri Sep 19 02:59:39 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdeddb),"""@fitrihaziq17 Any changes to your booking depends on your ticket's T&amp;C. Kindly contact our Call Centre/visit the nearest ticketing office.""",MAS,,Fri Sep 19 02:55:17 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdeddc),"""@anipgigileta Hi Aniff, we'd advise you to arrive 2 hours before check-in. You may also use web/mobile check-in services. Thank you.""",MAS,,Fri Sep 19 02:53:46 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdeddd),"""@skygur85 Hi, jangan risau tiada apa-apa masalah. Terima kasih kerana memilih penerbangan MAS.""",MAS,,Thu Sep 18 09:09:58 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdedde),"""@syazwanahmad Our Call Centre might be facing high volume of incoming calls. Do email us at socialmedia.team@malaysiaairlines.com Thank you.""",MAS,,Thu Sep 18 08:37:56 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdeddf),"""@alex_thomas  Hi, our sincere apologies. If you've made a report on the lost luggage, you may track your luggage - http://t.co/aslClql4uB""",MAS,,Thu Sep 18 08:36:43 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede0),"""@Shar316 Hi, refunds will be subject to your ticket's T&amp;Cs. Kindly contact our Call Centre/visit the nearest ticketing office for info.""",MAS,,Thu Sep 18 07:39:14 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede1),"""@KingOla2nd Hi there, thank you for flying Malaysia Airlines. Look forward to meet you soon.""",MAS,,Thu Sep 18 04:24:37 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede2),"""@golgovideos Hi, Economy passengers will get 30 kg baggage allowance and 15 kg for sports equipments. For more info: http://t.co/tzxiRcxP1h""",MAS,,Thu Sep 18 04:23:11 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede3),"""@thegreedyone Hi Alexandra - could you e-mail your flight details to socialmedia.team@malaysiaairlines.com for us to check further?""",MAS,,Thu Sep 18 04:13:33 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede4),"""@th3_st0rm Hi Tee Kay - please note that this is a fake report from a parody website. You may disregard it.""",MAS,,Thu Sep 18 04:12:38 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede5),"""@UenYen Hi there - we're currently investigating the issue. Do book through MHmobile on your phone if you require to book urgently.""",MAS,,Thu Sep 18 04:07:19 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede6),"""@GaspyV_Congress Hi there, your kind words mean a lot to us in this difficult moments. Thank you.""",MAS,,Thu Sep 18 03:19:53 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede7),"""@az412az Hi Az, thank you for flying Malaysia Airlines. Have a nice day ahead.""",MAS,,Thu Sep 18 03:18:32 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede8),"""@margaretchamp75 Hi Margaret, you may check our in-flight entertainment list here http://t.co/VH6It0Khb1 Thank you.""",MAS,,Thu Sep 18 03:14:46 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectID(544c94659b86a0426dfdede9),"""Over every mountain there is a path, although it may not be seen from the valley. #flyinghigh http://t.co/9Tl2bRTQ7j http://t.co/nY7S8d9Ydy""",MAS,,Thu Sep 18 03:00:02 +0000 2014,"Kuala Lumpur, Malaysia","<a href=""http://adobe.com"" rel=""nofollow"">Adobe̴� Social</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
