_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source
ObjectID(544dcb2e0d0d4d699926cb10),@Spice4Life_ That's a classic picture we love it! Thanks for sharing. ^Steph,British_Airways,,Tue Oct 21 16:47:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb11),"@CrimSolGirl We understand this is frustrating, please bear with us whilst this is looked into. ^Kayleigh",British_Airways,,Tue Oct 21 16:41:10 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb12),"@JowettEmma We're sorry for the delay Emma. Sadly, not all delays are within our control and we're working hard to improve. ^Gareth",British_Airways,,Tue Oct 21 16:40:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb13),"@Boegs76 Great to hear your enjoyed your meal Paul, I hope you enjoyed the rest of the flight too. ^Anthony",British_Airways,,Tue Oct 21 16:39:32 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb14),@Tartan_Julie so it's best to just keep checking the routes and dates that you're interested in. Thanks. ^David.,British_Airways,,Tue Oct 21 16:39:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb15),"@Tartan_Julie Hi Julie, we don't really have a specialist team to help with this query. Avios availability can change all the time 1/2",British_Airways,,Tue Oct 21 16:39:00 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb16),@angeashworth You can forward it to our email address. We'll send you it in a DM. ^Sel,British_Airways,,Tue Oct 21 16:38:43 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb17),"@beejash Hi Bharat, I'm sorry you've had problems getting through, we've had some disruption today. How can we help? ^Anthony",British_Airways,,Tue Oct 21 16:37:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb18),"@MinorConcerns We‰Ûªre always there for you Michael, have a great flight ^Al.",British_Airways,,Tue Oct 21 16:36:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb19),"@kylefuller I'm sorry about that Kyle, we'll get your bags back to you as soon as possible. ^Anthony",British_Airways,,Tue Oct 21 16:35:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb1a),"@LollyB79 We‰Ûªre following you now, Laura, if you wish to DM us ^Al.",British_Airways,,Tue Oct 21 16:34:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcb2e0d0d4d699926cb1b),"@Globe_Journey We're concerned to hear this. If you DM us your booking reference, flight dates and email address, we'll take a look. ^SZ",British_Airways,,Tue Oct 21 16:34:00 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb1c),"@Globe_Journey We're concerned to hear this. If you DM us your booking reference, flight dates and email address, we'll take a look. ^SZ",British_Airways,,Tue Oct 21 16:34:00 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb1d),"@robinmckelvie Hi Robin, sorry to hear this.  We'll be logging all comments as feedback. Thanks. ^David.",British_Airways,,Tue Oct 21 16:33:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb1e),@ashayoung Hi Asha. I'm sorry you've been delayed. I hope the staff are looking after you. ^Anthony,British_Airways,,Tue Oct 21 16:32:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb1f),"@ClickeyMickey Hi Lee, always trying to offer our best deals to our Canadian friends ^Al.",British_Airways,,Tue Oct 21 16:31:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb20),"@scottygb Hi Scott, we would need to investigate the nature of the delay before confirming specifics ^Al.",British_Airways,,Tue Oct 21 16:29:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb21),"@ajayteejay Good spot Ajay, thanks for sharing. ^Anthony",British_Airways,,Tue Oct 21 16:27:54 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb22),@JPAPSAS contact info if you'd like us to take a look. 2/2 ^Sel,British_Airways,,Tue Oct 21 16:26:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb23),"@Ansterbhoy Sorry to hear this Jamie, we will try and reunite you with your bag as soon as possible ^Al.",British_Airways,,Tue Oct 21 16:26:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb24),@bart_jay Hi Bartosz.  Can you tell us what this is about please so we can direct you to the relevant department. Thank you. ^Emma,British_Airways,,Tue Oct 21 16:25:52 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb25),"@zviggityzvat That's great to hear, Maria. Thank you for the lovely comments. Hope you're off somewhere nice! ^Emma",British_Airways,,Tue Oct 21 16:21:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb26),"@Kanan1206 Maybe you'll win some next time Nana! In the meantime, check out our great fares online at http://t.co/i09UKJzrox ^Emma",British_Airways,,Tue Oct 21 16:19:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb27),@JPAPSAS Sorry to hear you're disappointed. Do you have a case reference we can look into for you? You can DM us with it and your 1/2,British_Airways,,Tue Oct 21 16:19:19 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb28),"@james_christie We're sorry you feel this way James, we send surveys to gain feedback, sorry for any inconvenience caused. ^Steph",British_Airways,,Tue Oct 21 16:17:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb29),@Kelsbells11 If your departure date is within this period you can look to book the seat via Manage My Booking on our website. ^Kay (2/2),British_Airways,,Tue Oct 21 16:14:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2a),"@Kelsbells11 Hi Kellie, exit row seating becomes available between 14 and 4 days before the flight. (1/2)",British_Airways,,Tue Oct 21 16:14:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2b),"@HopkinsAlistair Sorry for the late reply, Alistair. Did you manage to get checked in? ^Sel",British_Airways,,Tue Oct 21 16:14:00 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2c),"@connolly_gary That's disappointing to hear, Gary. We hope you'll give us another chance in future. ^Sel",British_Airways,,Tue Oct 21 16:12:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2d),"@Gpehicks We're sorry we've let you down. If you'd like to speak with us, please DM your full name, Executive Club and phone number. ^Lou",British_Airways,,Tue Oct 21 16:11:21 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2e),@markthepom more info online here http://t.co/AtDUCU9aru Hope this helps. 2/2 ^Sel,British_Airways,,Tue Oct 21 16:10:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb2f),@bfitworld and email address. Thanks. ^David. 2/2,British_Airways,,Tue Oct 21 16:09:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb30),"@markthepom Hi Mark, if you've reserved your seat at a carrycot position, you can request this from the crew on board. You can find 1/2",British_Airways,,Tue Oct 21 16:09:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb31),@bfitworld Would you be able to DM us your booking ref and case ref if you have one. Could you also confirm the 1st line of your address 1/2,British_Airways,,Tue Oct 21 16:09:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb32),@SpeedbirdA380 We're sorry to hear this. Have you spoken to the Executive Club team about this already? Thanks. ^David.,British_Airways,,Tue Oct 21 16:06:30 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb33),@G1rish Fantastic photo! Thanks for sharing this with us today. ^Emma,British_Airways,,Tue Oct 21 16:00:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb34),"@rossbaileyleeds Hi Ross, where are you looking to travel from and to? We can take a look and advise if the route is possible. ^Steph",British_Airways,,Tue Oct 21 16:00:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb35),@nashgerges using this link. Any problems just let us know. Thanks. ^David. http://t.co/2wVLbo6yna,British_Airways,,Tue Oct 21 15:56:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb36),@CIVILCIVIC Can you please send the details as a direct message so we can look into this for you. ^Emma,British_Airways,,Tue Oct 21 15:56:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb37),"@michaelleander You're welcome, Michael. We've just replied your DM. ^Stella",British_Airways,,Tue Oct 21 15:55:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb38),"@nashgerges Hi Nashaar, we're very sorry to hear this. Have you reported this at the airport? If so, we'll need you to submit a claim 1/2",British_Airways,,Tue Oct 21 15:52:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb39),"@Vibhav_Upadhyay Hi, we suggest you delete your reference from public. Can you DM your name and date of birth so we can have a look for you?",British_Airways,,Tue Oct 21 15:40:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3a),"@bruno_maag Great to hear that Bruno, we always like to make our flights memorable ^Al.",British_Airways,,Tue Oct 21 15:39:10 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3b),"@becky_manse Glad we could help, Becky, let us know if we can ever help in future ^Al.",British_Airways,,Tue Oct 21 15:37:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3c),"@Gpehicks Hi Graham, we're sorry to hear this. We always aim to treat our Gold members with extra care and attention. ^Louise",British_Airways,,Tue Oct 21 15:35:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3d),@Tom_Goodhand We're sorry your flights were delayed Tom. We hope this hasn't been too much of an inconvenience. ^Kayleigh,British_Airways,,Tue Oct 21 15:35:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3e),@Sham_WRcH We‰Ûªre afraid we cannot take this any further for you as your booking was made directly with Expedia. ^Kayleigh (2/2),British_Airways,,Tue Oct 21 15:30:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb3f),@Sham_WRcH We understand it has been a difficult time Rabia and we‰Ûªre sorry you remain disappointed. (1/2),British_Airways,,Tue Oct 21 15:30:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb40),"@FeisalUmar Do you want to make a new booking? If so, please DM the date, destination and your phone number so our sales team can call you.",British_Airways,,Tue Oct 21 15:29:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb41),@Davies87 Hi Matthew we can be reached on 0844 493 0787 or if you DM us the details we can call you ^Al.,British_Airways,,Tue Oct 21 15:28:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb42),@Kristheo We appreciate you were unwell but you did miss the conformance for the flight and so we are unable to offer a refund ^Al.,British_Airways,,Tue Oct 21 15:27:51 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb43),"@cassiekp Glad you enjoy the pudding, Cassie! Hope to see you on board again soon ^Al.",British_Airways,,Tue Oct 21 15:23:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb44),"@angeashworth Congratulations, Angela. We're happy to review your request if you can us a copy of your doctor note. ^Stella",British_Airways,,Tue Oct 21 15:23:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb45),"@rhysadams We're sorry the seats you wanted are unavailable. If you speak with our airport staff, they may be able to resolve this. ^Gareth",British_Airways,,Tue Oct 21 15:23:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb46),"@CarolionD Yes, that would be a great starting point. Can you also DM your full name and address so we can review your claim. ^Gareth",British_Airways,,Tue Oct 21 15:19:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb47),@EmBuxton Austin is fantastic I‰Ûªm sure you‰Ûªll have a great time! ^Al.,British_Airways,,Tue Oct 21 15:17:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb48),"@anthonykieran We're glad you've had help resolving your issues Anthony, feel free to contact us any time, we operate 24/7 on Twitter. ^SH",British_Airways,,Tue Oct 21 15:16:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb49),"@LollyB79 Hi Laura, please can you DM your full name as well as your case reference and email address so we can check on it for you? Thanks",British_Airways,,Tue Oct 21 15:15:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4a),"@thobbstenor Hi Thomas, glad you‰Ûªre enjoying the upgrade to World Traveller Plus hope Vancouver treats you well ^Al.",British_Airways,,Tue Oct 21 15:13:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4b),"@AlisonMakosz If only we had any influence with rosters Alison, we hope you get to spend some time with your husband soon. ^Steph",British_Airways,,Tue Oct 21 15:11:14 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4c),"@scottygb Hi Scott, sorry about this we‰Ûªre trying to get information asap so we can assist passengers with arrangements ^Al.",British_Airways,,Tue Oct 21 15:11:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4d),"@nmansilla214 We look forward to seeing more of your photos Nicolas, thanks again for sharing! ^Steph",British_Airways,,Tue Oct 21 15:06:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4e),"@LeeWilliams Undergone upgrades, we haven't got a timescale for the remaining fleet, but we appreciate any feedback, thanks. 2/2 ^Steph",British_Airways,,Tue Oct 21 14:58:54 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb4f),@marcazzo We're delighted you've chosen to travel to San Francisco with us Christian. We'll ensure you're well looked after. ^Gareth,British_Airways,,Tue Oct 21 14:58:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb50),@LeeWilliams We're sorry you're disappointed with the decor and facilities within the cabin you travelled Lee. A lot of our fleet has 1/2,British_Airways,,Tue Oct 21 14:58:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb51),"@Hubybrown Hi Hubert, that sounds annoying. Sorry for the frustration. ^Louise",British_Airways,,Tue Oct 21 14:57:51 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb52),@scottygb to depart at later today but the time is yet to be confirmed. The airport will be best to advise you. (2/2) ^Danielle,British_Airways,,Tue Oct 21 14:55:47 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb53),@jeremycontext We recognise this isn't acceptable Jeremy and we've reported this. All our aircraft are scheduled for deep cleaning. ^Gareth,British_Airways,,Tue Oct 21 14:55:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb54),"@scottygb Sorry you've not had a response as quick as you expected Scott, we usually respond within an hour. The BA0017 is due to  (1/2)",British_Airways,,Tue Oct 21 14:53:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb55),"@CIVILCIVIC We're sorry you haven't had an update. DM your reference, full name and address and we'll have a look for you. ^Gareth",British_Airways,,Tue Oct 21 14:53:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb56),@hackatac We're disappointed to hear this. Customer service really matters to us and the same standards are expected of everyone. ^Gareth,British_Airways,,Tue Oct 21 14:50:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb57),"@sholtodh We're glad to hear your flight hasn't been disrupted by the weather today, we hope you have a great trip! ^Steph",British_Airways,,Tue Oct 21 14:49:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb58),"@MrsErnoldSame Address, we'll take a look at the booking, and see if we can help you. 2/2 ^Steph",British_Airways,,Tue Oct 21 14:42:18 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb59),"@MrsErnoldSame Hi Karen, can you DM the booking reference, your full name and the passengers name, and your home and email. 1/2 ^Steph",British_Airways,,Tue Oct 21 14:42:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5a),@cricmaniac1 Shame about you missing your connecting flight Raj but glad to hear your initial journey was so pleasant!! ^David.,British_Airways,,Tue Oct 21 14:41:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5b),"@keshiasih Hi Keshia, we'll get this processed for you, with a confirmation email sent in the next 24 hours. ^David.",British_Airways,,Tue Oct 21 14:11:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5c),@ishootandtravel This is great feed back! I will pass this on. Hope to see you soon ^Danielle.,British_Airways,,Tue Oct 21 14:00:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5d),"@JoeGarik Hi Joe, we‰Ûªre not aware of any issues but will feed this back in case there is a problem at our end ‰ÛÒ hope you‰Ûªre sorted now ^Al.",British_Airways,,Tue Oct 21 13:55:30 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5e),"@langeliniealle3 Thanks Simon, we'll looking to this and get back to you soon. Please also delete your email from public view. ^Linda",British_Airways,,Tue Oct 21 13:54:26 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb5f),"@dredbeveridge It certainly is, Ed! Enjoy your flight today. ^Stella",British_Airways,,Tue Oct 21 13:52:10 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb60),"@psychiatrycal Hi Subir, is there anything we can help? ^Stella",British_Airways,,Tue Oct 21 13:49:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb61),"@talesoftraveler Thanks for sharing this picture, Club World certainly does make for a stylish flight! ^Danielle",British_Airways,,Tue Oct 21 13:47:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb62),@MavrosJr This will only be seen when it has been scanned onto the plane and given to the courier. Don't worry it will be delivered. ^DR 2/2,British_Airways,,Tue Oct 21 13:45:13 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb63),"@MavrosJr Hi Yanni, it will only show the new flight details and time of arrival at airport. Plus when it's been handed to a courier. 1/2",British_Airways,,Tue Oct 21 13:41:32 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb64),"@TonyMario17  Hi Tony, can you DM us the booking ref if you want us to check but this isn‰Ûªt usually a problem ^Al.",British_Airways,,Tue Oct 21 13:39:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb65),"@BibileebooP You're welcome, Pauline! Have an amazing time in Club and enjoy Rio. If you haven't been already, the place is mind-blowing! ^L",British_Airways,,Tue Oct 21 13:37:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb66),@LeonBaranowski They will also speak to Catering and Engineering as they are critical to punctuality. We agree we need to improve. ^DR 2/2,British_Airways,,Tue Oct 21 13:35:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb67),@KatieClifford9 Suitcases certainly make great foot rests Katie! Have a wonderful flight back home with us. ^Kayleigh,British_Airways,,Tue Oct 21 13:33:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb68),"@SuperfastCEO I'm please we could help, James. ^Liam",British_Airways,,Tue Oct 21 13:33:22 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb69),"@dlg7777 Hi David, unfortunately it's not always possible to offer upgrade on all our flights, sorry to disappoint. ^Linda",British_Airways,,Tue Oct 21 13:31:20 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6a),@LeonBaranowski Sorry you feel that way Leon.   We've mentioned this to the Turnaround Managers who will escalate to Cargo and Baggage. 1/2,British_Airways,,Tue Oct 21 13:30:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6b),@ceejayesq It's 11 hours and 49 minutes. ^Stella,British_Airways,,Tue Oct 21 13:25:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6c),"@bhavinbpatel3 Afternoon Bhavin, is there anything we can help you with today? ^Linda",British_Airways,,Tue Oct 21 13:24:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6d),@GracePengelly Have a wonderful time in Miami Grace! ^Linda,British_Airways,,Tue Oct 21 13:22:48 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6e),"@Niichhollas Hi Nick, sorry there was no explanation at the airport for the delay, we'll pass your feedback to the airport. ^Linda",British_Airways,,Tue Oct 21 13:20:18 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb6f),"@aliq80 Hi, the current status for flight BA0157 from London Heathrow to Kuwait is operating on time, departing at 22:35. ^Steph",British_Airways,,Tue Oct 21 13:19:46 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb70),@RGTaisteal The City to The Emerald Isle! seems like a popular route RÌ_nÌÁn! ^Danny,British_Airways,,Tue Oct 21 13:19:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb71),"@billie1b It's best to have electrical items charged up Aaron, just in case you are asked at security to switch them on. See you soon! ^LC",British_Airways,,Tue Oct 21 13:17:25 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dcc5f0d0d4d699926cb72),"@AlexanderViol Also, could you please remove your reference from public view? Thanks. 2/2 ^Steph",British_Airways,,Tue Oct 21 13:17:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
