category,text
Others,"""'@british_airways my cousins performing at my cousin brother's wedding T_URL '"""
Rant,"""'cheh... mas speaking kelantanese to invite the passengers who will heading to kelantan. goodjob_棄__並_棄__ thank you @mas '"""
Rant,"""'@british_airways does priority bags mean ""we will tell u nothing,will not help &amp; ur bags will arrive 72 hrs after landing? T_URL '"""
Others,"""'rt @jeni_says_so: thanks @british_airways for not bringing my case to a wedding in new york. '"""
Others,"""'consult consultmystic to find mh370 conditions apply all lega requirments to be met bab @mas '"""
Rave,"""'if i'd been the least bit hungry i'd have found the ""brunch"" menu on this morning's @british_airways flight tempting. several nice choices. '"""
Query,"""'@british_airways a lady asked me whether she can have her stroller frame in one travel bag +the carrycot part in other travel bag? as 1/2 '"""
Others,"""'same procedure as every year - seat 17d @british_airways just not the usual phx destination @ terminal_棄___ T_URL '"""
Rant,"""'@twoweather @british_airways @we_hate_ba i wrote to the ceo for my complaint. was the only way i felt i was being acknowledged for the upset '"""
Rave,"""'our third day at cathay pacific travel fair, kota kasablanka. get free milk tea, egg tart, and souvenirs_棄___ [pic] _棄__棄__ T_URL '"""
Others,"""'rt @joelenbach: @midnight sexy missing malaysia airlines flight 370. '"""
Others,"""'rt @anahitairani1: @british_airways my teacher's day celebration n felicitation pic T_URL '"""
Rant,"""'@coverpointfood @british_airways @fly2ohare that is not me, it is an impostor! i'm in portland, or. somebody's clearly stolen my identity! '"""
Rant,"""'@british_airways well your supervisor at jnb is very relaxed about the situation. no apology. nothing. we are boarding now. three hrs later '"""
Rant,"""'@british_airways yes there is to be honest. i was charged 棄__65e/w for a cue. that i did not receive, not to mention the attitude of the staff '"""
News,"""'boys sue malaysia airlines over loss of dad - two children sued malaysia airlines and three government agencies fr... T_URL '"""
Ads,"""'british airways: cabin crew (heathrow) (herefordshire, ) T_URL '"""
Others,"""'@british_airways this is how my house was decorated with lights during diwali ! . T_URL '"""
Lead,"""'@teddyboaz @british_airways they are nearly 100% more expensive! T_POS_EMO '"""
Others,"""'video: @singaporeair's inaugural airbus service arrives at @akl_airport: T_URL T_URL '"""
Ads,"""'british airways: cabin crew (heathrow) (argyllshire, ) T_URL '"""
News,"""' new human remains found at mh17 crash site: a cross above the wreckage of malaysia airlines flig... T_URL '"""
Rave,"""'thank you @cathaypacific for the seat upgrade. T_POS_EMO '"""
Rant,"""'@british_airways car with avis but instructions on details via booking with ba were poor &amp; did not expect to be asked for 棄__1000 deposit! '"""
News,"""'british airways adds london heathrow _棄__棄__ bilbao service in s15 british airways from 29mar15 begins service on... T_URL '"""
Rant,"""'@iberia_en @british_airways so who will sort me out, ba says iberia and iberia says ba. complaint: T_URL one thing is /1 '"""
Rant,"""'@british_airways las vegas for wedding and ba lost my case. 7 nights without it. day 21 and where is it? ba cannot tell me. holiday ruined_棄__棄____棄__尭_ '"""
Others,"""'take off. @cathaypacific T_URL '"""
News,"""'british airways enlists gwyneth paltrow for a380 singapore launch - business traveller T_URL via @sharethis '"""
Others,"""'@dunkcanio @aviosuk @amexuk @british_airways wow that is something special '"""
Others,"""'@dharmubaba @british_airways @manobalav one wearin specs can be '"""
Rant,"""'@british_airways i hope that is the case - your phone support refused to change our seating despite having a special needs child '"""
News,"""'rt @niharikakhanna8: british airways cabin crew vote to oppose short-haul fleet cost cuts - T_URL T_URL _棄___ '"""
News,"""'children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL hiu! T_URL '"""
Query,"""'@mas hi, if you want solemne to make you a mascot for your airline, only tell me. '"""
Rave,"""'many thanks to malaysia airlines, who have now found where jetstar abandoned my luggage. it should be here shortly! '"""
Others,"""'how have they still not found the malaysia airlines flight '"""
Ads,"""'@thadonlos a great chance to win tickets to london, follow @british_airways as they celebrate 90 years of flying in india '"""
Rant,"""'@british_airways i was not asking for a full upgrade, i did not want food or drink. i just wanted to somewhere to lie down '"""
Rave,"""'@petewebb1 @pilotsimon208 @british_airways pleasure, sir! '"""
Rave,"""'@british_airways congratulations to u guys for making air travel more premium! we are truly grateful! '"""
Others,"""'@british_airways sorry, dreamliner heathrow '"""
Rant,"""'@british_airways in capetown - still waiting on luggage from t5...not good! unhappy! '"""
Rant,"""'rt @rym_saidi: flight delayed :'( @ british airways lounge, fco, italy T_URL '"""
News,"""'missing malaysia airlines flight live: live updates as race to locate jets black box ... - T_URL '"""
Others,"""'g-bnln left the heathrow paintshop today with a giant rememberance day poppy added to both sides of the aircraft!! T_URL '"""
Rave,"""'@british_airways have a great day too T_POS_EMO '"""
News,"""'rt @mh370news: kin of victim to sue malaysia airlines - malaysia kini T_URL '"""
Others,"""' boeing-singapore international airlines jv gets cci green signal - economic times T_URL '"""
News,"""'singapore airlines airbus a380 to serve auckland T_URL '"""
Rave,"""'very impressed with the upgraded lounge _棄__棄__ with @plansairports (@ british airways galleries first in dulles, va) T_URL '"""
Others,"""'rt @debharkness: the lost girl is headed to europe again. thanks @british_airways for making this leg of the tour possible. T_URL '"""
Rave,"""'congrats @ogilvyone on winning the grand @liaawards for magic of flying for @british_airways T_URL T_URL '"""
Rave,"""'@f1photographer @british_airways i_棄__棄__m guessing you weren_棄__棄__t in world traveler section. it_棄__棄__s like sitting in a church pew back there. '"""
Rave,"""'rt @hw_holly: well done to all @british_airways for making halloween such an amazing event! T_URL '"""
News,"""'rt @andrewalmack: malaysia airlines flight mh370 search shows extent of ocean trash T_URL '"""
Rave,"""'almost missed my plane enjoying @singaporeair private room too much. very happy to have made it to my beloved 1a now T_URL '"""
Lead,"""'sorry @flybe ..... next time i will fly @british_airways '"""
Ads,"""'@british_airways giving free tickets to london....just share your celebration pics with and fly to london '"""
Rave,"""'@british_airways used to fly over every morning just before 11am. could set your watch by it T_POS_EMO first flight on one of your a380s this week! '"""
Rave,"""'@british_airways another one of your aircraft at bournemouth! seems to be a regular occurrence at the moment! '"""
Rant,"""'.@british_airways the foul smell subsided after about an hour. thank goodness. rest of flight was ideal T_POS_EMO '"""
Others,"""' airways flies the to thrice a week. T_URL '"""
News,"""'sia's mooted tigerair takeover: competition watchdog calls for public feedback: singapore airlines is seeking to_棄___ T_URL '"""
Others,"""'rt @carcrazy007: @british_airways my sister, brother-in-law &amp; niece all dressed up for diwali in new york miss them alot T_URL '"""
Others,"""'cathay pacific lanterns ... let there be light @ night noodle market T_URL '"""
Rant,"""'@british_airways was surprised by how disappointing it was. think the digital experience set me up for fall : ( '"""
News,"""'abu dhabi - world - cathay pacific discovery T_URL T_URL '"""
Others,"""'@danttayl0r @british_airways when will you be home '"""
News,"""'bangor (me) daily news: malaysia airlines sees first lawsuit on missing flight mh370 . more - T_URL '"""
Rant,"""'@pauldmather @british_airways this is terrible customer service, what are you doing about it? '"""
Lead,"""'@british_airways hi, if i book through another website and i fly with british airways, do i still earn avios? '"""
News,"""'cheers to @british_airways for completing 90 years of flying in india! with chance to send in pics &amp; win london flight tickets '"""
Rant,"""'@british_airways poor showing that 10 months before flight u appear to have no availability to use points for upgrades '"""
Query,"""'@british_airways can you give me an address to email my follow up complaint to please the link i was given will not work '"""
Rave,"""'@singaporeair she sure did. amazing service as always! T_POS_EMO '"""
News,"""'rt cathay pacific starts trialling online auction service allowing passengers to bid for seat upgrades '"""
Others,"""'g-stbd... @british_airways T_URL '"""
Others,"""'new british airways sign up offer T_URL '"""
Others,"""' __棄__ willie walsh: 'no business case' to support a second runway at gatwick: boss of british airways' pa... T_URL '"""
Others,"""' in commemoration of completing 90 yrs of service to india. participate in thr contest to win a tkt to london @british_airways '"""
Others,"""'uk air passenger duty (apd) has ""snowballed out of control"" says willie walsh, ceo of @british_airways parent company T_URL '"""
Rave,"""'@british_airways thanks a lot for your response.. just worried at first now i know about spanish bully.. i am sorry i waste your time.. '"""
News,"""'search resumes for malaysia airlines flight 370 '"""
Others,"""'@britishtraveler @british_airways let us know if we can help with anything or you have any questions !? '"""
Rant,"""'the day was going so well until the flight was delayed by three hours @british_airways @laerdal_uk @manikin_mark @sim_dol '"""
Rant,"""'@british_airways waiting for 45 mins in the ground to get off the plane! not the dream end to the fab holiday! T_URL '"""
News,"""'malaysia airlines sued by two boys over flight 370: ""we have waited for eight months. after speakin... T_URL '"""
Others,"""'@mas i hope it keep flying too. T_URL '"""
Others,"""'rt @megaplane: by @zs_mk 26/10/14 (14:41 bravo) landed airline : british airways aircraft type : boeing 737-400 registration : ... T_URL '"""
Ads,"""'malaysia airlines domestic, regional and long-haul sale T_URL '"""
Ads,"""'viptrip - more class for your dollar singapore airlines business auckland-europe from $7459 T_URL T_URL '"""
Ads,"""'paris / new york one city by @british_airways T_URL '"""
Rave,"""'@british_airways thank you kindly for the upgrade today, it is much appreciated. always great flying with you guys. '"""
Rant,"""'@british_airways you are the worst airline company ever.i was so excited to fly with you again but i will never ever recommend you. '"""
News,"""'news: malaysia airlines flight mh17 news: dutch government wants proof that airplane was shot down: russ... T_URL '"""
Lead,"""'3 weeks tomorrow a british airways flight leaves for heathrow to hong kong, connecting to brisbane, i will be on that flight hehe. '"""
Others,"""'iag raises 2014 profit target - british airways_棄__棄__ parent benefits from rivals_棄__棄__ problems and restructuring at spanis... T_URL '"""
Others,"""'take a tour of @british_airways 787 ~T_URL '"""
Others,"""'first class lounge hopping courtesy of @mas. now enjoying a misty sunrise in kuala lumpur waiting for flight number two. '"""
Others,"""'rt @speedbird_ncl: british airways cabin crew vote to oppose short-haul fleet cost cuts - T_URL T_URL '"""
Others,"""'@realjoecalzaghe @worldboxingorg @british_airways legand and best super middle weight champion..shame you could not have give froch a beating '"""
Query,"""'@british_airways that is an irish number. i flew into heathrow, so should i not be ringing them? '"""
Rant,"""'@british_airways surely you know if they are still in the uk- we leave ny in less than 48hrs! also just been hung up on phone by ba-notgood '"""
Rave,"""'@singaporeair just did so. thanks for your time and effort! '"""
Others,"""'T_NEG_EMO _棄__棄__@mtshwete: idols sa endorses british airways. what a bunch of clowns. idols is wack_並_ '"""
Others,"""'@mas @sencarllevin the airframe of mh17 is the same as mh370. in all 535 souls were murdered. satan is amongst us. hihgest levels '"""
Others,"""'when its family, you are no more ceo. T_POS_EMO its only love &amp; celebration - me &amp; my nephew @british_airways T_URL '"""
News,"""'sarah bush and peter hosper celebrating cathay pacific's 40 year anniversary last night. T_URL '"""
Query,"""'@british_airways can you please update. '"""
Rave,"""'singapore airlines a380 800 business class report_棄___: T_URL another great airline experience! '"""
Others,"""'cause it is purple kinda day _棄__棄___ @ malaysia airlines complex a T_URL '"""
Others,"""'@british_airways girls and baby game&gt;&gt;&gt; click to play&gt;&gt;&gt; T_URL '"""
Query,"""'@british_airways hi! i have a question abt travel booking. what is the best way to get my question answered? tx! '"""
Others,"""'its vegas time with @evepresenter giving away the vip holiday with @british_airways &amp; @mgmgrand good luck T_URL '"""
Rant,"""'@singaporeair spoke to staff on phone. they want us to pay for entire new flight even though we already paid for the flight home 2mrw '"""
Rave,"""'review: singapore airlines a380 inflight internet T_URL via @ausbt the most comprehensive review of this service yet '"""
News,"""'the epoch times malaysia airlines flight mh370: missing plane could be found using clouds_棄___ T_URL '"""
Query,"""'@british_airways where is the contest going? i cannot see anything on your tl '"""
Query,"""'@british_airways hi there. london heathrow. from dublin last night at 8.40 '"""
Others,"""'rt @doongie09: malaysia airlines as in mh? whatever happened to asiana and kr air. '"""
Query,"""'@singaporeair need some help with my flight bookings. would you kindly directly me to a phone number in singapore? '"""
Others,"""'""@stcom: rt @stmoneydesk: singapore airlines' new thai joint-venture carrier nokscoot cleared for take-off T_URL '"""
Ads,"""' send your celebration pics to @british_airways for glorious chance to win flight tickets to london! @imbevda '"""
Lead,"""'@lloydpringlelpr and now i have my sights set on those @singaporeair first class suites :o) '"""
Others,"""'super-jumbos head to akld singapore airlines will start a380 services to auckland in what is australia's loss an... T_URL '"""
News,"""'british airways: 50% bonus avios when you convert rbc rewards points (avion canada only) to executive club. T_URL '"""
Others,"""'rt @rimsriya: guys participate the super contest and be the lucky winner on a flight with @british_airways to london! @kp__棄___ '"""
Query,"""'does british airways charge for luggage? T_URL '"""
News,"""'rt @claracampo: what it feels like to fly the $23,000 airlines suites class: T_URL T_URL '"""
Rant,"""'@british_airways what would this link tell me if i could get it to load? maybe it just says - you have not got your bags! '"""
Urgent,"""'@travelgenio @mas cancelled flight to denpasar, still did not get our money. takes more than 90 days now.pls come up with quick solution '"""
Rant,"""'@british_airways your automated phone system is useless, full of adverts and the musak is enough to drive anyone mad. '"""
Rave,"""'@pichetong yes! yes! yes! @cathaypacific @saveurmag we love hk at @fathomwaytogo T_URL '"""
Query,"""'rt @innyinskip: @british_airways my tier points were reset in july and was 60 pts from silver. can this be reset as am booking a flight in_棄___ '"""
Others,"""'british airways commences london city to hamburg services danish airline sun-air, operating as a british airways... T_URL '"""
News,"""'exciting news _棄__棄__ summer 2015 sees @british_airways launching their new routes to the of kos &amp; corfu. T_URL '"""
Others,"""'@cathaypacific first class seat meeting.. @ klia(kuala lumpur international airport) T_URL '"""
Rant,"""'@british_airways called ba earlier to try and get my mothers seat changed as does not want to fly over the wing due to disabily, not helpful '"""
Others,"""'_棄___ please do not ship vulnerable marine life away for soup. @iata @mas @lionairid @airindiain '"""
Query,"""'@british_airways will i be ok taking this in hand luggage lhr to abz? T_URL '"""
Query,"""'@brianhonan are you sure the email came from @british_airways? T_POS_EMO '"""
Rant,"""'@dcfc90 @british_airways i'm finding them to be dreadful this time '"""
Rant,"""'@british_airways unfortunately your refund department are not as efficient as the social media team, ive sent you a dm and hope you can help '"""
Ads,"""'rt @hotukdeals: fly to with @british_airways from 棄__35 and the dates includes other destinations during school holidays! T_URL '"""
Rant,"""'@british_airways not overly impressed with the new club europe seats. ba0488 '"""
Others,"""'@british_airways boeing 787 dreamliner departing from @nclairport @northumbriaheli T_URL '"""
News,"""' four days elapsed before officials acted on satellite data T_URL @mas @sitaonline @aaibgovuk @inmarsatglobal '"""
Others,"""'rt @pmf_ltd: patricia is so happy! unbelievable - 1 grand, 6 gold and 1 bronze @liaawards for @british_airways 'magic of flying' T_URL '"""
Others,"""'@chrisguillebeau @cathaypacific yes please! '"""
Others,"""'cathay pacific . ridzwan is a slut '"""
Rant,"""'@british_airways &lt;destined for family members could not be delivered. plus inconvenience of being without other contents too '"""
Rant,"""'@british_airways ba8 from henada-tokyo. had a lot of work to be finished for deadlines too but unable to work because of no power points T_NEG_EMO '"""
Others,"""'@genver1 @british_airways very much real! '"""
Query,"""'@cathaypacific are serving scottish oatcakes with a smoked salmon terrine to customers travelling to hong kong...who is supplying them? '"""
Rant,"""'@british_airways spent over 棄__10k on flights with you this year and exec club member and you still think it is ok to '"""
Ads,"""'.@british_airways has completed 90 years of flying, wish them and participate in to win trip to london . T_POS_EMO '"""
Others,"""'@british_airways @carcrazy007 promoting air pollution? '"""
Ads,"""'share your celebration stories, photos and videos with @british_airways using for a chance to b featured in high life magazine '"""
Others,"""'rt @haroldyates: if i get ebola, put me on malaysia airlines, &amp; fly me straight into kim jong-un's house. '"""
Others,"""'putins defiance after malaysia airlines crash points to further isolationism - time '"""
Rant,"""'hmmm, @british_airways trying to shirk responsibility to pay compensation for a 26hr delay..._棄__棄__600 pls!! T_URL '"""
Urgent,"""'@british_airways would love some help. our road case is ruined, lids have been squashed and our custom lights have impact damage. '"""
Others,"""'rt @blindveterans: delighted to present this plaque to drew crawley and @british_airways in recognition of their tremendous support T_URL '"""
Others,"""'bought beef sandwich to stave off starvation on @british_airways flight from sf to heathrow.! let there be snacks! '"""
Others,"""'_棄__棄__@miaerolinea: new routes bring more sunshine for british airways leisure travellers T_URL '"""
Rave,"""'@british_airways have just done so. my pleasure! '"""
News,"""'goooogly web just scroll it: malaysia airlines flight mh 370 sued by 2 boys T_URL '"""
Others,"""'remember malaysia airlines flight 370? it still has not been found... '"""
Others,"""'haha this is epic: _棄__棄__what it_棄__棄__s like to fly the $23,000 singapore airlines suites class_並_ _棄__棄__@derekloow T_URL '"""
News,"""'rt @airlivenet: update emergency cathay pacific flight from shangha棄__棄__ landed safely at hong kong. '"""
Others,"""'@michellechaplow @maiden_voyage @charlietedwards @british_airways such a good onboard meal! simple but works v well '"""
Rant,"""'rt @1randallgreene: @british_airways has the most obnoxious and worst customer service. you have lost a 25 year customer &amp; ruined our honey_棄___ '"""
Others,"""'nice to see 'magic of flying' for @british_airways pick up a couple @mediaweekawards T_URL T_URL '"""
Others,"""'""@british_airways: last night's was spectacular, who was able to see and capture the moment? T_URL '"""
News,"""'.@british_airways has been or successfully flying the indian skies for 90 years! join them in celebrating with the contest '"""
Rant,"""'i jinxed it, i'm stuck in kuala lumpur until tomorrow! thanks again @mas you bunch of '"""
Rant,"""'kuda, @british_airways, again, see lengthy thread, e-mails re: case, delayed response. ba's poor customer service &amp; communication = no ba '"""
Others,"""'british experts are to begin the process of analysing the flight data recorder from the downed malaysia airlines plane. '"""
Rave,"""'upgraded to first today. thank you @british_airways a nice surprise! T_URL '"""
News,"""' mh370: indonesia alerted 'floating debris' of missing malaysia airlines plane may wash up on... T_URL '"""
Others,"""'@paullmcraig @british_airways where to this time p? '"""
Others,"""'@thestudentroom in case any o/seas students plan on flying home with @british_airways - poss xmas strike. T_URL '"""
Others,"""'thanks a lot T_POS_EMO @u_anoop1 @british_airways '"""
Others,"""'@british_airways celebrating the taste of my city by gorging on delicious delhi street food T_URL '"""
Others,"""'@british_airways celebrated dad's bday in spl way by arranging get together party of all near&amp;dear ones T_URL '"""
Others,"""'@heardofbleat @british_airways sweet, bleat. '"""
Query,"""'@british_airways easily done refund in my credit card,recover from iberia.easier to take than give back?( 20 v 1 ) are we getting anywhere? '"""
Others,"""'flying high with malaysia airlines! @ mh1437 T_URL '"""
Query,"""'stumped by hand baggage allowance. i can take handbag + laptop bag with me onto a british airways flight, right? '"""
Others,"""'rt @hetal8485patel: rituals of dusshera celebration is incomplete without family T_URL @british_airways '"""
Others,"""'@opps12345 @british_airways @jennyhalpern great looking forward to it! '"""
News,"""'""@mrayedee: remember malaysia airlines flight 370? it still has not been found...""remains a nightmare '"""
News,"""'breaking: british airways london to marseille squawking returning to london heathrow - @thorpedave '"""
Rant,"""'these new a320 interiors are very smart @british_airways but where is the legroom gone? '"""
Rant,"""'@british_airways ord agent at chicago is trying to sort it out, but i could do without this stress. T_NEG_EMO '"""
Others,"""'they might have found amelia earharts plane from 1937 yet they cannot find the malaysia airlines flight 370 from 2014. makes sense '"""
Others,"""'rt @iansomerhalder: speaking of airlines:malaysia airlines flt mh370-we are thinking of you.this is an awful awful event.universe,please br_棄___ '"""
Rant,"""'@british_airways i've just had a terrible experience on british airways. i'd like to get an address to write a compliant '"""
Rant,"""'i have left numerous requests on @british_airways website &amp; e-mails for information but have not had one reply... '"""
Others,"""'@realbreeturner my friend watched me on @portlandia while on cathay pacific inflight entertainment to hong kong. i know how you feel. '"""
Others,"""'liveministries look: malaysia airlines sees first lawsuit on missing flight mh370 (reuters): share with friend... T_URL '"""
Rave,"""'@british_airways thank you! having a great time! '"""
Lead,"""'has anyone checked malaysia airlines? @thehashtaggame '"""
Rant,"""'rt @matt_reuben: @british_airways it now seems that the ba communications team do not know how to effectively send a dm. '"""
Others,"""'rt @wishnuaji: visit felia tour (booth no. 12) at cathay pacific travel fair on 23-26 october 2014 at atrium_棄___ T_URL '"""
Others,"""'rt @jordannejoyce92: @british_airways that really clever man at t5 did not bother to put my chair on the flight to la, only competing in the_棄___ '"""
News,"""'the malaysia airlines jet with 239 people on board disappeared early saturday on a flight to beijing '"""
Others,"""'@ops_4 @londoncityair hi here are some of the pics i promised couple more to follow @cityjet @british_airways T_URL '"""
Others,"""'@british_airways celebrated lovely rakhi with my family T_URL '"""
Rant,"""'fucking british airways over booking. way to treat customers. '"""
Rave,"""'british airways streams cute videos of dogs and cats to calm passengers T_URL @akcdoglovers '"""
Others,"""'sky totally not the limit for rhys darby! see ""short poppies"" in q4 on: ba, emirates, singapore, cathay pacific, united, air canada &amp; sas. '"""
Rant,"""'@british_airways clearly struggling to find more ways to must cost pennies to change name on booked seat but wanted 棄__500!!! '"""
News,"""'putin under scrutiny after downing of malaysia airlines jet - los angeles times '"""
Ads,"""'rt @smilingtwwitter: @dhishkiaun be a part of this celebration to win tickets to london @british_airways '"""
Rant,"""'@my_airports @mas trying to be very patient but somehow its unbearable when you had a delay then parking and wait at klia after landing! '"""
Rant,"""'@british_airways to late for me mine has now expired on the 13th. website as soon as you click voucher has had nothing to offer for months '"""
Others,"""'rt @starflyergold: cathay pacific reveals new-look brand T_URL via @ausbt '"""
Others,"""'rt @usrealitycheck: the speedy cartographers who map the news for the new york times: when malaysia airlines flight 17 went ... T_URL '"""
Others,"""'silkair pairs up with singapore airlines T_URL '"""
Rant,"""'@peterloh @british_airways @heathrowairport apparently took 30m to get through epassport. disgraceful. '"""
Others,"""'rt @sasuk_analytics: employers at festival include @british_airways @hmrcgovuk @asknationwide @dwpgovuk all looking for grad_棄___ '"""
Rant,"""'@rishaadtv ..and i'm just wondering if we will see @cathaypacific reduce their surcharges!!! '"""
Others,"""'yea, no... _棄__棄__@tahjadore: this guy at chipotle is dressed up as a malaysia airlines pilot. i do not know how to feel about this....._並_ '"""
Others,"""'lol. rt @richardbranson: an awful lot of you say you do not know who willy walsh is. my apologies. he runs an airline called british airways '"""
News,"""'rt @noahripchick: when malaysia airlines flight 370 passed me the aux cord T_URL '"""
Others,"""'rt @jennyflyer1: @british_airways there is nothing like a ba bacon roll to look forward to before landing! T_URL '"""
Rant,"""'@british_airways delayed flight to heathrow! gona miss my flight to south africa!!!! fucking jokes _棄__尭__棄__尭__棄__尭__棄__尭_ '"""
Urgent,"""'@british_airways cannot get through to your phones.. need to confirm my coeliac (gluten free) meal has been requested. help? ta x '"""
Rave,"""'rt @psfk: .@british_airways will match its in-flight meals with specific music tracks to enhance flavors T_URL T_URL '"""
Others,"""'@sinhh follow @british_airways as they celebrate 90 yrs of flying in india, tickets to london up for the grabs '"""
Others,"""'@parlez_me_ntory @crapaimer @morrisons @hjoneshojo - case of eweida v british airways (e won in strasbourg last year). freedom of conscience '"""
Ads,"""'@magicianbobo an awesome chance to win free tickets t london ! share your celebrations with @british_airways '"""
Query,"""'@british_airways hi. my wife is travelling in first to dxb. can you tell me if there is a fast track arrival channel for immigration? thanks '"""
Rant,"""'@british_airways your website is being rubbish and not connecting. every other website seems to be working for me. '"""
Others,"""'rt @megaplane: || cathay pacific || b-hlr || airbus || a330-343x || cgk || T_URL '"""
Others,"""'british airways s15 newark operational aircraft changes T_URL '"""
Rant,"""'@british_airways saying 5000 bags stuck in london.they are doing jack all about it despite them alerting us 2 delay @dailymailuk @pressassoc '"""
Others,"""'rt @theflightpilot: by @lush_aviation 9m-mps boeing 747-4h6f malaysia airlines (mas kargo) arriving in the first rays of light as mh6... ht_棄___ '"""
Others,"""'have 2 minutes? watch this fantastic comparison of paris and new york made by british airways. T_URL '"""
Rant,"""'@british_airways @americanexpress a vague apology is a poor show 棄__10,000 reward 棄__0 '"""
Urgent,"""'@mas my problem is cannot chaeck in at website..can fix this problem '"""
Rant,"""'what is going on @british_airways british airways? two days on the trot flight cancelled T_URL '"""
Rant,"""'@passion4fish 2hour delay... that is a @british_airways flight right? '"""
Rant,"""'still angry at @british_airways for having no bags and no ref so cant track. off to watch @nufc and hope for at least 1 bit of good news! '"""
Others,"""'this just in: isis attacked canada with ebola by malaysia airlines. '"""
Rant,"""'@thenationaluae really? i will never fly with @singaporeair again. i will return to flying with @emirates '"""
Others,"""'royal guest i think.. uae government boeing b787 dreamliner @ malaysia airlines engineering complex_棄___ T_URL '"""
News,"""'rt @airlineroute: cathay pacific increases seoul service in w14 T_URL '"""
News,"""'malaysia airlines in ticket deal with france&amp; tgv fast trains T_URL '"""
Others,"""'@gems7569 &amp; i have got 3 nights in a @clubcarlson 5* hotel in central rome &amp; return flights with @british_airways for 棄__70. '"""
Lead,"""'rt @e3betht: on my next trip, my @founderscard will get me into cathay pacific's lounges. never been in an airport lounge before! T_URL '"""
Others,"""'rt @all_trends_it: offensive malaysia airlines flight mh370 halloween costumes spark anger T_URL via sean mahoney '"""
Others,"""'""jeff, what are you for halloween?"" ""i am malaysia airlines flight 370."" ""okay....well, where is your costume?"" ""it is missing."" '"""
Others,"""'rt @airbus_380_fans: today's photo @singaporeair a380-841 at melbourne @a380fanclub @katokin1325 @ilove_aviation @airliners2 @pilot_airbus _棄___ '"""
Rant,"""'well done british airways for somehow getting my parent's luggage to edinburgh but not mine '"""
Others,"""'@airportwatch original ba release said jet-fuel from waste would power part of fleet from 2014. T_URL 2 months &amp; counting '"""
Others,"""'@british_airways definitely adding that tweet to my @rebelmouse T_URL '"""
Rant,"""'time to go home but still no gate for @heathrowairport @british_airways '"""
Rant,"""'@mas seriously, y hv the acct when u do not respond at all! are the enrich rm50 vouchers still redeemable for temptations in-flight shopping? '"""
News,"""'plugging leakages is one of the measures that can save malaysia airlines, even as the airline prepares for a... T_URL '"""
Others,"""'rt @tothfortrends: is this for real?? ""@tmz: malaysia airlines flight 370 ... the movie?! T_URL '"""
Rave,"""'@british_airways after a slight delay due to a missing passenger all was good thanks you ba402 '"""
Others,"""'@singaporeair taxiing to takeoff T_URL '"""
Query,"""'cathay pacific has new logo T_POS_EMO T_URL '"""
Rave,"""'i hate flying but if i was on one of these planes i think i would learn to love it. check out singapore airlines... T_URL '"""
Rant,"""'@amro_z @singaporeair they ruined my holiday and after all the cash i paid for my flight, they offered me $200 compensation?? '"""
Others,"""'finally busted myself out of pleb class. came close a few times, finally there. relief. @singaporeair T_URL '"""
News,"""'two boys who lost their father aboard mh370 sue malaysia airlines and state officials: two malaysian teenage b... T_URL '"""
Others,"""' mh370 search _棄__棄__bigger than tokyo_棄__棄__: almost eight months after malaysia airlines flight mh370 disappeared, ... T_URL '"""
News,"""'rt @dean_journalist: 1/2 on @bbcradiofoyle tomo: a woman wants british airways to carry out a review after staff failed to put her g_棄___ '"""
Others,"""'g-ymmc british airways b777-200 london heathrow T_URL '"""
Ads,"""'great opportunity to win tickets to london as @british_airways celebrates 90 years of flying in india '"""
Rant,"""'rt @itssasmitayall: singapore airlines better give a good service. '"""
Others,"""'dear @british_airways please stop giving out @dailymailuk on your inbound flights. do u really want visitors to uk to feel so unwelcome? '"""
Others,"""'thinking about the malaysia airlines thing actually fucks me up '"""
News,"""'lawsuit filed in malaysia over missing mh370 two malaysian children whose father was on the malaysian airlines... T_URL '"""
Others,"""'airport bound, @british_airways here i come ... '"""
Query,"""'@british_airways thank you sarah. is the separate check in likely to be open earlier? how might i find it '"""
Others,"""'@mark_mowbray @tmckinnin @british_airways @nclairport @northumbriaheli @flyhellas @mark_aviation looks to be on the lower viewing area '"""
News,"""'@british_airways congrats for completing 90 years of flight to india....rule indian skies T_POS_EMO '"""
Others,"""'conference organisers: this will go on my list T_URL '"""
Rave,"""'@british_airways you are welcome, really enjoyable ba flight dub-lhr yesterday morning. great service/crew. '"""
Rave,"""'great ad for british airways puts paris and new york side-by-side - T_URL '"""
Others,"""'@british_airways a perfect棄___ bride mehendi bought a perfect love color in my life!! T_URL '"""
Ads,"""'join @british_airways participate in and simply share yourcelebration moment &amp; get chance to fly to london '"""
Others,"""'@british_airways i am following you '"""
Others,"""'@british_airways my mom &amp; wife ready for diwali prayers T_URL '"""
Ads,"""'rt @samcazw29: _棄__棄__@british_airways: the trip of a lifetime to tee off with @justinrose99 here T_URL T_URL '"""
Rave,"""'@british_airways landed on time that is the main thing T_POS_EMO '"""
Rave,"""'@cathaypacificus @cathaypacific looking fwd to flying you all again in jan to bkk &amp; march to sin.have always enjoyed your service on board!! '"""
