News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""fullfilth public announcement di airport? atau phone call? @mas"""
Rant,"""fxnighttrader @ashren so malaysia airlines is broke and their is no reason to fake plane crashes for insurance purposes?"""
Rant,"""fxnighttrader @mas well,that is your opinion which does not mean much any how is lol"""
Rant,"""fxourtyseven_ @rossannieee @checho559 @hhbsxo im broke T_NEG_EMO but ill get the malaysia airlines to drop me off before they get lost again"""
Rant,"""gaytimesmag @mas are you there for the 20 years in jail, the fines or the whippings?"""
Rant,"""geoff654 malaysia airlines lost the other lmfao but i love t"""
Rant,"""georgehatcher @bluebarba @flgovcand_gig @mas how can we find it with these wrong data? we did not get any related to"""
Rant,"""georgehatcher @mas in case of every accident we had a debris field. one example is 447. but in we did not have it. why?"""
Rant,"""georgehatcher @mas we did not get signals, field, and any valid data for conventional search is going on."""
Rant,"""gfenney you can find the email address for the @mas ceo on our website here: T_URL we hope that helps!"""
Rant,"""ghen_xo just like malaysia airlines. hope they find it."""
Rant,"""gillianmulroy @flightcentreau @mas why is it a rip off? if you find a cheaper price, they will beat it."""
Rant,"""goibibodotcom i have booked flights from your site for aus on malaysia airlines i cant reserve seats mailed u 3 times kindly revert"""
Rant,"""gojennycreative @simoncalder malaysia airlines and airasia are two separate carriers so no"""
Rant,"""grahambeernews @airasia it is a sign of sorrow i assume. malaysia airlines did the same, twice."""
Rant,"""halawala @mas soon they will announce the dates"""
Rant,"""haldaned &gt;&gt; about purchasing certain things let us know and we can advice.can you elaborate on seat option on the malaysia airlines flight?"""
Rant,"""handynsac @fxnighttrader malaysia airlines is a totally different company jackass. god you are so stupid. are you even human?"""
Rant,"""handynsac this was asiaair, not malaysia airlines, different carrier. @ashren"""
Rant,"""hanga17 @mas that is terrible! cannot believe this is happening to u in your honeymoon as well. this is just poor customer service from them"""
Rant,"""hanga17 @mas uv had enough freebies to make up for all that ie upgrade in the maldives. try showing off again. deki kita oi! T_POS_EMO"""
Rant,"""hanifhanif8 @raishussin @akbar_ali @tonyfernandes @azwanbro @mas @saladinmy @drshikin @khairykj too late the recycled 'hero' lah"""
Rant,"""hankc1061 they still never found that malaysia airlines plane too T_NEG_EMO"""
Rant,"""harvestzach and do not even think about cheating me by using ""malaysia airlines"". you really expect me to believe that it ""disappeared""?"""
Rant,"""hasfuan @mas @gulf_news @najibrazak still at 4 am ppl stranded in airlines not spending penny to resolve"""
Rant,"""hazellancancer it is like the malaysia airlines all over again T_NEG_EMO"""
Rant,"""haziq_escobar @mas @airasia it is in their shoes now."""
Rant,"""hbombhaydo haha.. as long as you do not start making inappropriate jokes about 9/11 or malaysia airlines.. you should be ok..."""
Rant,"""heathermaru lol thanks! not malaysia airlines tho so hopefully it is ok lol"""
Rant,"""heathrowairport &amp; @mas flight delayed. no tannoy announcement or info desk open! unacceptable! we have a connection too"""
Rant,"""heathrowairport did not have a ticket booked for holiday - do not ask _迓太夦_淌_but @mas saved our christmas thank you asimta in cs"""
Rant,"""heollah it is even sadder that people think that it is again malaysia airlines but it is not! i hope we will know what happened!"""
Rant,"""herrywieddo @officialajiex everybody are saying nowadays, even africans... now that is funny!!! hehehe @mas"""
Rant,"""hhhaziqah @airasia @malindoairmy @mas @khairykj @najibrazak @piqamansorr thats a normal price considering its a last minute purchase."""
Rant,"""hhhaziqah @airasia @malindoairmy @mas @khairykj @najibrazak kejam siot. do something."""
Rant,"""holbornlolz what is the betting than some of the gamblers heading to vegas, now re-book with malaysia airlines?"""
Rant,"""horanbutera lol is your location that song they play when you are on malaysia airlines"""
Rant,"""hushusnana @mas no this is a sign of fate and destiny and th future hahaha"""
Rant,"""iaingibson you obviously did not know initial news was broken hrs afterwards, too! not the time to bash @mas! everybody learns frm others'!"""
Rant,"""iamdaghiel @taufiqhelios @airasia @mas @twt_backpacker and what about this? T_URL"""
Rant,"""iamsode they do not tell you,because they did initiate/originate/perform 65% actively of this inside job=@mas"""
Rant,"""iamvaibhavdel @mas @goibibodotcom both agent goibibo and malaysian airlines are playing ping pong . asking me to spk to one another."""
Rant,"""iamvaibhavdel @mas @goibibodotcom goibibo is anther unreliable portal putting the rspnsibility to one anthher is a game 2 eat pple's money"""
Rant,"""iamvaibhavdel @mas dear vaibhav, we have raised this with the airline, but the waiver of cancellation charges is denied by them"""
Rant,"""iamvaibhavdel @mas means they have not responded ur multiple mails"""
Rant,"""iamvaibhavdel @mas wow...shrugging the shoulder. agent said airline will help. no one is helping for refund. at least u intervene n resolve"""
Rant,"""iamvaibhavdel @pehredar @mas dear airlines again a ping pong game is startd. @goibibodotcom wrote us to contact you to process my refund."""
Rant,"""iamvaibhavdel have you received any call from @goibibodotcom to discuss your @mas issue?? i am sure both a playing ping pong."""
Rant,"""ibnubasharudin @mas @singaporeair as if like i got the money to go for such airliner _迓太迓绦迓跳_迓太迓绦迓跳_迓太迓绦迓跳"""
Rant,"""ideasexplorer @socalmike_sd @mas @mh370news yeah &amp; anyone who talks get visited by agents &amp; threatened, so we most likely will not get truth"""
Rant,"""iisuperwomanii pls make a video about @mas!! tell the people that it isnt a bad airline and that its not their fault for being shot down!!!"""
Rant,"""ikhwan2703 @mas check , , or value for free - T_URL"""
Rant,"""iktibarikhlas @mas check ebay lah. tengok2 got people selling or not."""
Rant,"""iktibarikhlas @mas i also lupa already. or was it one of the earlier b747 flights to lhr. maybe in 1982."""
Rant,"""iktibarikhlas @mas my mom tapau these pieces when dad took her to london on first class. i lupa it was in the late 70s or early 80s _迓太迓绦_"""
Rant,"""iktibarikhlas @mas oh, they must have flown business class then. if i'm not mistaken, it was dc10. that time mas got no b747 yet."""
Rant,"""iktibarikhlas @mas you are a very disciplined &amp; honest crew T_POS_EMO)"""
Rant,"""ilovaussiesheps curious, but convenient, that for your return to pyongyang, you chose malaysia airlines. nywahahaha!"""
Rant,"""imdxbzyy i'd reckon not to take malaysia airlines then"""
Rant,"""imfsea_aruna we need a foreigner to do that eh? @n_izzah @mas"""
Rant,"""indigokores @httweets @barackobama @cnn @mas they do not. they are a hoax."""
Rant,"""infiniteflightp @mas @flyingdevstudio will you been doing anymore flights like this, if so please let me know so i can join?"""
Rant,"""infinity10 afaik, malaysia airlines does not fly any ekranoplanes - the archipelago is too crowded to fly one safely."""
Rant,"""irishfeisty @patrickdjp @neillstrain @mas @british_airways 3 years - way enough. not my favourite city but good experience."""
Rant,"""isntdave not really been a good year for malaysia airlines has it."""
Rant,"""itvnews i've flown with both @airasia &amp; @mas in 2014. extremely sad that the region appears to have been hit with another tragedy."""
Rant,"""januazibruv @andy_swizz66 i did not mock malaysia airlines you said always the victims so i said do not make me start on them"""
Rant,"""jason_horrell oy vey, jason! you are a brave soul! malaysia airlines?! praying for you, my friend!"""
Rant,"""jawatan @mas @shazrinali try laaa"""
Rant,"""jayneytravels @mas oh, that looks yum, even by hawker stall standards."""
Rant,"""jazz_lalli are you saying that should all board a malaysia airlines flight? real mature jazz"""
Rant,"""jen__cody just do not use malaysia airlines. too soon?"""
Rant,"""jensmcneil @trevfernandez @kezzeroz @mas very possible, slightly nervous _迓太迓绦迓灞 the world is going crazy! no more flying for me after this trip"""
Rant,"""jerrhann @my_airports yea cause malaysia airlines is kinda scary. i'm guessing you arrived hahahahb"""
Rant,"""jessicaboothby ""i hope they have wifi on the plane"" ""jess, i do not think malaysia airlines even own a map"" oh dear _迓太夦_淌__迓太迓绦夦_澶"""
Rant,"""jewtree @mas i remember last summer when mr bastard died and you put him in the microwave for 6 minutes and he was right as rain"""
Rant,"""jewtree i thought you &amp; mr bastard the cat would be spending christmas in kuala lumpur on an all expenses paid trip courtesy of @mas ?"""
Rant,"""jigyasa_24 my point being it was not another malaysia airlines flight."""
Rant,"""jigyasa_24 yeah but what has that got to do with malaysia airlines mas"""
Rant,"""jill_moir_ remember when you wanted me to tell our prof you were on that malaysia airlines flight so you did not have to take the midterm?"""
Rant,"""jinnyboy @mas why what happened? you missed your flight?"""
Rant,"""jitterry @9newsaus @thomson_greg @mas are you stupid or something mate? cannot you understand that the poor woman went into labour?!"""
Rant,"""joedcoleman1981 @felinenut rs and the dispatcher @mas admittred immediately ""yes , flight ops normal , they are cruising over cambodia"""""
Rant,"""john_van_duyne i bet @southwestair still has better yelp reviews than @mas"""
Rant,"""jonahnro nothing... unless they find malaysia airlines flight 370 at the same time as both of those. then cnn explodes."""
Rant,"""jontag23 @mas i am now terrified of flying. i've just lost all faith, especially when they cannot even locate the planes"""
Rant,"""jubbing what is the opposite of enrich? under-nourish? if so, when it come to @mas, i am that! my own fault, i do not use them enough _迓太迓绦_"""
Rant,"""juliemela ""better"" plane tracking already exists...some airlines choose not to pay for the satellite service... (eg: malaysia airlines)"""
Rant,"""jyeeng3 @cky931 haha, do not be like that, we board malaysia airlines together :d"""
Rant,"""k_camp2012 @cnnbrk it means malaysia airlines needs to get it together. it is probably not terrorism; terrorists take credit for their acts."""
Rant,"""kameenapanti @mas @timesofindia no response yet.. no reason... passengers have been handed their luggage moved to hyatt for now indefinite"""
Rant,"""karanaadiwal @mas ua man absoulty correct"""
Rant,"""karenscampos23 @mas also took 3 days 5 tweets and 2 calls to get a one line tweet back from mas. talk about"""
Rant,"""katiefurfaro no way he is stuck on malaysia airlines flight 370"""
Rant,"""kaysexwale: would you take your chances with malaysia airlines? no would rather go for the ""soon to be launched"" santaco airline"""
Rant,"""keirany well, bad yet sad year to malaysia airlines as our planes makes news for sad reason."""
Rant,"""kenjiharasan @mas @airasia fyi it was the same scenario with mh370.."""
Rant,"""kezzeroz @qantas @flyairnz @cathaypacificau @mas @singaporeair @emirates i've heard nz &amp; emirates supposed to be good"""
Rant,"""kezzeroz @trevfernandez @mas agree completely, gut feeling says something is wrong"""
Rant,"""kezzeroz @trevfernandez @mas good idea, if i could change bookings i would, something fishy going on"""
Rant,"""kf_maye me and @opheliamercedes are looking to go malaysia, then we realised its malaysia airlines. not about it lmao"""
Rant,"""khairulamrimelb @mas i think this question must be answer by @liowtionglai"""
Rant,"""khunnie0624 @khunnie0624 recent you do not go by air fly with airasia berhad and malaysia airlines,ok迓宕_迓糖 it is very so dangerous!!!"""
Rant,"""khunnie0624 recent you do not go by air fly with airasia berhad and malaysia airlines,ok迓宕_迓糖 it is very so dangerous!!!please read the news迓滔迓蘝夦_澶"""
Rant,"""kimtwister yeah...definitely going to be pondering this one. hell, still pondering the malaysia airlines one..."""
Rant,"""kirayamato1518 @lynettesotplug ah . T_NEG_EMO( thats sad because i want u all to take malaysia airlines . jaykay xd"""
Rant,"""kirill99 sorry i'm not clear. what are you saying he got wrong? if it is the wrong place and not a malaysia airlines plane, then迓蘝迓蘝_"""
Rant,"""klm apologies just re-read a test from 30mins ago, i was informed that i flying malaysia airlines, but not the limited seating options...."""
Rant,"""klm concerning the malaysia airlines flight i was not informed that my klm booking was partly with malaysia but not informed ......"""
Rant,"""klm furthermore i was passed between flying blue - klm - malaysia airlines several times on the phone as each group was ""unable to help me"""""
Rant,"""klm i still have several queries outstanding primarily concerning the unclear lack of seat options on the malaysia airlines flight ...."""
Rant,"""klm wht was the reduced level of service from malaysia airlines not clearly communicated at the time of booking?"""
Rant,"""kontarop @mas @airasia this time around aa ""media blackout"" strategy will not work."""
Rant,"""kristen_carita malaysia airlines i have to rhetorically analyze my sources and explain the appeals present in each, and more that idk"""
Rant,"""kryzzzie please do not fly malaysia airlines so there will be no worries of you disappearing... hehe! okay? _迓太迓绦_ _迓太迓绦_"""
Rant,"""kumarkbsss prayers are answered?40 bodies -horribly shocking avoidable deaths thanks to @mas another country should do audits/investigate"""
Rant,"""kunizahid @syafeeqkl @mas so how will importing a foreigner from aer lingus solve mas's problems then?"""
Rant,"""kylekidd2015 who cares? nobody @aaronmolinero @mas"""
Rant,"""kysportsradio air asia/ malaysia airlines are higher quality than us carriers. the problem is that they are always flying over water."""
Rant,"""l8velyzjiae me too... but its better than malaysia airlines who hsnt found yet"""
Rant,"""lalazhamid @mas think ga gives free for bicycles, anyway have a safe flight mbak lala."""
Rant,"""lauras_living @offroadgrrl @kylerichards oh @lisavanderpump blocked me last year 4 telling her to tweet condolences to malaysia airlines _迓太夦_淌夦_淘"""
Rant,"""laurenvardy @mas they were payd to do this ""show"" / by whom ?"""
Rant,"""leazeslad @paddybarclay @nufc the wealdstone raider as your avi!! i'm off mate, i've a flight to catch @mas _迓太迓跳迓踏_迓太迓跳迓踏"""
Rant,"""leehiungchong @shahrulghani @mas i suppose the question is how long our tax and epf dollars will last."""
Rant,"""lghamiltonusa @mas @atsbinfo @airlandseaman it is a bleeding edge bespoke rig, snags expected? but nothing less expected of mlsia hubris."""
Rant,"""lghamiltonusa @najibrazak @mas t horoble najib please correct/precisize this sentence someone on the plane,aside the plane or remote contro"""
Rant,"""lifehacker no doubt it should be @mas"""
Rant,"""lilbitkooky @mrsjglitter at hour 20 &amp; you are not in australia yet, gets annoying as fuck. i took malaysia airlines &amp; had a panic attack."""
Rant,"""lissha97 ofc lol malaysia airlines i think its cheap liao????? how much last time uwent"""
Rant,"""littleneedle_ could we fill a plane with all their personalities? do not need to crash it, just make sure it is malaysia airlines..."""
Rant,"""ln_progress i'm sure if @mas knew, they would say something."""
Rant,"""loiskelly14 @reecewebb_ i've seen some with malaysia airlines.. no return fee though _迓太迓绦夦_澶"""
Rant,"""lostphrack yeah, it is an important point and very hard to pin that in anyway on malaysia airlines. that said, other airlines were"""
Rant,"""lrandmayer @lghamiltonusa @hishammuddinh2o @liowtionglai @mas has anybody ever even bothered to ask him? or is he too important for that?"""
Rant,"""lucykims @mr_ndoro yeah..... it cant... unless you are malaysia airlines lol. tell her to walk/swim if she has to take that one"""
Rant,"""luigi_warren @lghamiltonusa @hishammuddinh2o @liowtionglai @mas great question. confirming precisely when h20 was informed and by whom big."""
Rant,"""lullatay well this time it is airasia, not malaysia airlines. but seriously, 2014 is not the year for flying.."""
Rant,"""mabine_seabe @_zanie @keithtrippin i see the chill is still pulling a malaysia airlines on us!"""
Rant,"""malaysiaairnews hope he brought along a public relations expert. they need ""image"" help! @mas"""
Rant,"""malaysiakini @mas instead a lot more constructive ideas can be thought of to save rather than keep harping on liquor...wth"""
Rant,"""malaysiakini @prasys @mas eh, @airasia tak serve alcohol ke? why mas alone?"""
Rant,"""malaysiasoccer do not take @mas on the way home, i would hate to see you guys disappear"""
Rant,"""mamurjon yes, its realy terrible and reminds me about of malaysia airlines"""
Rant,"""marissa_medal @airasia @mas @cnn this catastrophic event did not need to happen. airlines just do not care. T_URL"""
Rant,"""marloperry @qantas should have flown @mas our service on our last trip was flawless"""
Rant,"""mas # worstservice this is the only way to truly describe my experience @mas."""
Rant,"""mas @bharianmy @nst_online @staronline @gulf_news @umonline the world should know how bad @mas is treating their customers!!"""
Rant,"""mas @najibrazak @khairykj i wish you could see how bad @mas is handling the delay of such a shame. people are sleeping on the floor"""
Rant,"""mas @tennewsmelb @airasia yes you know all too well about this situation malaysia airlines do not you."""
Rant,"""mas and dutch malaysia airlines was extremely unhelpful. want to rebook on short notice. agent says mas should do it. and he said mas cannot"""
Rant,"""mas dear malaysia airlines,i want to ask why the domestic ticket to bki is too expensive in the month of december?y no promo?"""
Rant,"""mas do you have an email address for complements? very grateful to malaysia airlines staff member who returned lost item"""
Rant,"""mas have you seen this article? 迓蘝迓蘝迓搪@theeconomist: malaysia airlines ...atwitter about nothing T_URL T_URL"""
Rant,"""mas hye malaysia airlines..can i ask something ? what was the cause of the delay of flight mh8202 ... T_URL"""
Rant,"""mas i cant send dm bcs i am not followed by @mas yet. thank you"""
Rant,"""mas im flying manila - kl with malaysia airlines then kl - surat thani with airasia. is it possible to send baggage through to final dest?"""
Rant,"""mas it has not even begun for you @mas !"""
Rant,"""mas malaysia airlines is your social media team works like the aircrafts? the flight delayed 16 hrs but team gets worse to answer !"""
Rant,"""mas malaysia airlines will always have a soft spot in my heart so i hope that you guys would take this feedback to improve on a few things."""
Rant,"""mas malaysia airlines you told me to e-mail the issue to your social media team and i did. will you answer this tweet same as well?"""
Rant,"""mas mas says need reference number.@mas lost form filled in medan has no ref number@mas says 6 times cannot help us. so,what do we do?"""
Rant,"""mas more than 14 days to come out with such brilliant solution.kudos @mas !"""
Rant,"""mas my luggage is already lost for over 2 days from flight mh19 on sat. no word from @mas so far. extremely disappointed in your mh"""
Rant,"""mas thank you to all pilots and cabin crew on all of my malaysia airlines flights. you all should be so proud. i would not fly any one else."""
Rant,"""mas this is the quality of the customer service from malaysia airlines! easily worst travelling experience! T_URL"""
Rant,"""mas valued too. i choose @mas forthe luggage allowance and great hosp vs other low cost carrier. price wise during the time i bought the"""
Rant,"""mas whats going on with flight family stranded 8 hours at the dxb airport sleeping on the floor. no @mas representatives there!!"""
Rant,"""mas when you get tired of looking in the indian ocean, look at 58.17,120.85 and stop saying it is impossible. wake up @mas use common sense"""
Rant,"""mas why enrich redemption travel tax is more than online ticket tax? does not encourage traveling with @mas at all."""
Rant,"""materialboys T_NEG_EMO/ the malaysia airlines situation has had me paranoid af"""
Rant,"""mattlynch34d @jigyasa_24 malaysia airlines and air asia are absolutely not related to each other, would you call qantas and virgin the same"""
Rant,"""mattyiceaz why are you hashtagging malaysia airlines?"""
Rant,"""mattyrollinson @mas i'm glad you did not go missing"""
Rant,"""mayangilani @mas @airasia and what have to do in future.is the curse from the supernatural.at this moment remember those peoples."""
Rant,"""mayoroflondon good job, sir! you had to managed drunk guy in your flight by @mas _迓太迓绦_"""
Rant,"""mayoveli @mas @airasia you trying so hard to be a comedian but you lame as shit bruh"""
Rant,"""mayramoonlight @brimartinez_ ima snacth bri up so hard even the malaysia airlines are gonna b elookin for her"""
Rant,"""maz9283 well said. i've flown @mas twice despite all trash said and will continue to fly with them."""
Rant,"""mcfaul @ystriya can you tell us how is killing malaysia airlines?"""
Rant,"""mecananga @mas enrich shld be no problem, asalkan ada kad dia/no enrich"""
Rant,"""mehrosie maybe we should have a look for another airline because malaysia airlines always go missing _迓太迓绦_ T_URL"""
Rant,"""melinda_newitt @mas they r much better than air canada thats for sure."""
Rant,"""melinda_newitt i'm sure u can ask the cabin crew to put it in the closet i have flown @mas many times and they r excellent! or wear it lol"""
Rant,"""mevjo this one's from asia air. i think malaysia airlines are just sort of patting them on the back and saying ""it happens to us all mate""."""
Rant,"""mh370news i expected this months ago. sad that was also @mas and not some other. you did not need this in wake of"""
Rant,"""michelledbeadle @americanair hop on with @mas . i have heard great stories about malaysian airlines!!!"""
Rant,"""michellephan it is really bad! airasia and malaysia airlines are really bad luck! najib(malaysia/our president) is so sad and worried!"""
Rant,"""micoyuk @mas at least there is some closure."""
Rant,"""mikecaren no malaysia airlines? it is like when kanye does not get a grammy nomination"""
Rant,"""mikekx947 this was a first for airasia, no? werent the other 2 incidents malaysia airlines?"""
Rant,"""mikelimpag @mas @my_airports well then you are screwed. but i'm told it is ""part of the procedure"""""
Rant,"""miketaylorshow punch u-verse! damn santa tracker not working! let us hope rudolph is blinging, else malaysia airlines all over again! smh"""
Rant,"""missamhx @gregornious was not there two malaysia airlines downed in a very short amount of time..? you can still be screwed."""
Rant,"""mohdafiq7 @masdontcare @mas @tonyfernandes @mhdeals 1 of the reason is your hfone is still on n its risk the life of all passengers onboard"""
Rant,"""mollieebunyan last minute change we are flying with @mas sorry _迓太迓绦迓檀"""
Rant,"""mona98184 @namelessdigipro @mas 12hrs! are you kidding me..."""
Rant,"""mozartst3 @airasia @mas hey tell your friends to follow me k. you r awesome _迓太迓绦迓蘝"""
Rant,"""mozartst3 @airasia @mas wow that is kind of scary do not you think"""
Rant,"""mrifgar yea and it is all happening to malaysia airlines _迓太迓绦夦_锑"""
Rant,"""my_airports @mas trying to be very patient but somehow its unbearable when you had a delay then parking and wait at klia after landing!"""
Rant,"""mygovportal i've sent 2 emails to @mas and enrich but unfortunately after 48hrs no one respond to my emails. is that new policy?"""
Rant,"""myostrich @deberube and subsequently lose al flight log d.g.doc's upon the next best natural possibility=flood,and @mas had to have a fire"""
Rant,"""myzasaharuddin thanks for the info. just some people blame mas for it. tak suka orang burukkan malaysia airlines. _迓太迓绦迓台"""
Rant,"""nabiljeffri @mas in how many hours u ll be there ?"""
Rant,"""nadinenonny i meant those said it was malaysia airlines plane"""
Rant,"""naimhumphrey @jawatan @mas i told you already ptg tadi. you never listen to me. always busy with your phone."""
Rant,"""naj_mahal @mas sir, i have this query from @h1ppyg1rl and wonder if mas could help? cc @najibrazak @pmomalaysia T_URL"""
Rant,"""najibrazak @mas @khairykj d meal serve on board mas is getting from bad to worse. dont taste malaysian at all."""
Rant,"""nameerss @mas @gulf_news @najibrazak shame on you malaysia airline! you could have done better!"""
Rant,"""nameerss @mas are you on the flight? my wife is on it."""
Rant,"""namelessdigipro @_anujsharma @mas @giksongeorge @indiatoday there are many cases of such irresponsible act against @mas"""
Rant,"""namelessdigipro @mas transit visa is not on arrival for indians. have you thought about suing ??"""
Rant,"""namelessdigipro @mas wtf now you cannot change the flight?"""
Rant,"""namelessdigipro @mona98184 @mas and they think that we pay to hear that? not even a single reason?"""
Rant,"""namelessdigipro @mona98184 @mas and this is not the first time this is happening.."""
Rant,"""namelessdigipro @mona98184 @mas thanks for the suggestion buddy.. i do not want to suffer the same.. any reason why this halt?"""
Rant,"""namelessdigipro you are absolutely right!! @mas @giksongeorge"""
Rant,"""napeyz hello mohd. unfortunately this is not possible since malaysia airlines is not a member of the skyteam."""
Rant,"""napiez because we associate @mas with their excellent service. and we associate proton with tingkap tak dpt bukak and fuel inefficiency."""
Rant,"""nataliehough tried to sign up to and signed up to enrich malaysia airlines instead! did not even notice! T_URL"""
Rant,"""navig8ar @yescoachjoe @taffrahman @mas i was in luggage class while these two were living it up _迓太迓绦迓濠"""
Rant,"""nazichicharoti i do not know yet in detail. T_NEG_EMO @mas @flyana_official"""
Rant,"""nazichicharoti sorry. no, yet. T_NEG_EMO i will check it later! T_POS_EMO @mas @flyana_official"""
Rant,"""nessie43 @aspinofthewheel @mas i try my best to stay away from false info. take a moment to speak kindly before going off on a person."""
Rant,"""nessie43 @aspinofthewheel @mas well, at least someone was kind enough to answer with information in a non-insulting way. was not you."""
Rant,"""nessie43 @tunisianbelle @mas looks like f4 phantom jet circa 1970-1980s. almost no one still flies &amp; ukraine undoubtably does not possess."""
Rant,"""nevadadot @mas @jetstarairways is it possible to eliminate racial discrimination through art... click here... T_URL ..."""
Rant,"""nickguillory my guess is they do not want to potentially tarnish their brand? i.e. malaysia airlines went through a whole rebranding this yr"""
Rant,"""nickkyrgios @mas surely a boss like you has your own private jet haha will not be long if you keep up the good work on the courts champ"""
Rant,"""nickkyrgios @mas surely you are kidding???? what the hell.."""
Rant,"""nickkyrgios @mas two of my favorites in one strong partnership! more power and god bless! T_POS_EMO"""
Rant,"""nickkyrgios @mas very disappointed. saw you as an aussie supporting qf but you have gone for the $$. great shame!"""
Rant,"""nickkyrgios @melbourne @mas it might be sunny, but there is also 3 days of rain forcast_迓太迓绦迓太"""
Rant,"""nickkyrgios @melbourne @mas looks like you are in mood. will you be doing some question answering @nickkyrgios?"""
Rant,"""nickkyrgios @melbourne @mas what is that supposed to mean?"""
Rant,"""nihonmama @saucysailoress wsj first said : @mas did not subscribe thats why no inmarsat 87 flight data available.next day ""it s noe free"""
Rant,"""nililouhaza for malaysia airlines it costs around 400 per person pergi dan balik and i think you should go!!!!"""
Rant,"""norman__g @mas @ above all please keep the politicians out of mas. mas will become mess due to political interference and influence ."""
Rant,"""norman__g @mas thats a question"""
Rant,"""norman__g @n_izzah @mas i hand on forehead the other tied behind back. yeah sure he can work miracles"""
Rant,"""norman__g @n_izzah @mas see his first challenge is to get mas 'positioning' right in a crowded space at both ends of spectrum where $ is."""
Rant,"""nothappynat @trevfernandez @kezzeroz @mas whatever it is, whatever the link it is very, very bad...."""
Rant,"""nothappynat @trevfernandez @mas i will be giving all malaysian linked airlines a miss from now on. too much info being withheld from us."""
Rant,"""nukerude @mas take care!"""
Rant,"""nurzaritarosli awwwwww we try till tomorrow if cant..we try another airlines. cc: @mas"""
Rant,"""oamshtmao yeah it is true owner is a malaysian but it is not malaysia airlines but srsly this is scary tho _迓太迓绦夦_藤"""
Rant,"""ocampbellina there is something sketchy about it. especially with the first malaysia airlines flight. it was absolutely hijacked."""
Rant,"""oceankoto @w7voa @mas kd mutiara was deployed august sept but some how disengaged in s&amp;r later"""
Rant,"""ohambrose @keilykeliy k. but i'm not flying with malaysia airlines. never."""
Rant,"""ohboywhatashot do the rothschilds own asia air? i know they own malaysia airlines. freescale semiconductor is working overtime."""
Rant,"""ohsnapitsizzaty @mas and your seat too! _迓太夦_淌迓壽� thank you _迓太迓绦_"""
Rant,"""ohstclair be careful do not book malaysia airlines"""
Rant,"""okedkama @mas dont think so. semua under brahims"""
Rant,"""olcynic @georgehatcher @mas you are correct dan price. if it was the correct area we got something related to 7th arc may wrong."""
Rant,"""oliverdarcy @nycsouthpaw @mas if the airline that just lost my loved ones told me to stay strong, i'd tell em fuck off"""
Rant,"""ollymann @lbc the fact you are sitting in a lump of metal 30000 feet high should be enough to make you fear flying! and malaysia airlines"""
Rant,"""onelawforthem and as far as goes, it remains to be determined if @mas had any negligent role in that either. @flgovcand_gig"""
Rant,"""owtothezie @mas you do not say."""
Rant,"""pablhoe @_lvzy_ i will bring the malaysia airlines strain cuz once you are on it you are just gone, you are fucking gone"""
Rant,"""papadave239 @buffalosabres @mas not sure what would be a tougher job? pr for the or pr for"""
Rant,"""passion8shopper @qantas @mas i wish i had now. it was so much more expensive but sounds like it would have been worth it."""
Rant,"""patrickdjp quit been a drama queen we will say the rosary for u @neillstrain r u travelling on @mas ??"""
Rant,"""perthairport waiting for our @mas flight to klia &amp; told that there is 1hr delay... but the screens say 'on time' no announcement either"""
Rant,"""peterwdj @bodge93 @mas y we tweeting malaysian airlines? i feel you are both drunk go to bed!! and need to see you soon bodge xxxxxxx"""
Rant,"""peteseibold wtf is going on?? you know malaysia airlines is on their collective knees thanking god that it was not them... again."""
Rant,"""photo_journ @mas oh dear. were you in bus or econ?"""
Rant,"""photo_journ check out this thread john sucks!, share your bad experience with @mas here (travel) T_URL"""
Rant,"""photo_journ customer service 178 negative comments out of 184 @mas rating: 迓蘝迓蘝迓搪terrible迓蘝迓蘝迓蘝 lol T_URL"""
Rant,"""piekanec: ebolas new nickname is: malaysia airlines.... because it disappeared quicker then it took off."""
Rant,"""pigbehindadesk @airasia @mas and american. their meals are terrible."""
Rant,"""plznigga of course man. now if they course is anywhere near that malaysia airlines plane somebody got some explaining to do."""
Rant,"""pmharper how could you shake hand while knowing he is implicated in the fall of malaysia airlines flight ? this guy is evil!"""
Rant,"""politicolnews @airasia @mas we are supposed to believe they did not know? hahahahaha T_URL"""
Rant,"""polskyrealty @mas bad enough that they lose people's honeymoon luggage but planes too! not responding is worst part,"""
Rant,"""polskyrealty i keep tweeting them at @mas keep tweeting them about your horrible situation and then social media may help! losing meds bad"""
Rant,"""pranavkalrax just do not fly @mas and you should be fine"""
Rant,"""princewillfresh yea that is what it is looking like. did they ever find that malaysia airlines plane?"""
Rant,"""puteih well air asia is budget carrier - so it is pay per use thingy @malaysiakini @mas @airasia"""
Rant,"""qantas why fly away if you want to be home? you lost me a long time ago @qantas. @flyairnz @cathaypacificau @mas @singaporeair @emirates"""
Rant,"""qatarairways @mas no interest in replying to me? that is ok, i have no interest in flying with either of you ever again."""
Rant,"""qkjam of course not, u did not fly with @mas ."""
Rant,"""qtcdior28 @mas @airasia: i heard abt. this; my mom just told me. i will be praying for them, as well. oT_POS_EMO oT_POS_EMO"""
Rant,"""r_pacci @mas they will figure it out, just working out a few kinks right now"""
Rant,"""radarradar @kamahlaje it will stand them in good stead. much more pressing issues for @mas to focus on rather than rebranding right now."""
